基站名称	基站lac_id	基站cell_id	基站经度	基站纬度
DE-高架平台-浦西灯杆1_2	6187	4002	121.48567 	31.20088 
DE-高架平台-浦西灯杆1_3	6187	4003	121.48567 	31.20088 
GE-高架平台-浦西灯杆2_1	6187	3969	121.48579 	31.20039 
GE-高架平台-浦西灯杆2_2	6187	3970	121.48579 	31.20039 
GE-高架平台-浦西灯杆2_3	6187	3971	121.48579 	31.20039 
DE-高架平台-浦西灯杆2_1	6187	4017	121.48579 	31.20039 
DE-高架平台-浦西灯杆2_2	6187	4018	121.48579 	31.20039 
DE-高架平台-浦西灯杆2_3	6187	4019	121.48579 	31.20039 
GE-高架平台-浦西灯杆3_1	6187	3985	121.48287 	31.19648 
GE-高架平台-浦西灯杆3_2	6187	3986	121.48287 	31.19648 
GE-高架平台-浦西灯杆3_3	6187	3987	121.48287 	31.19648 
DE-高架平台-浦西灯杆3_1	6187	4033	121.48287 	31.19648 
DE-高架平台-浦西灯杆3_2	6187	4034	121.48287 	31.19648 
DE-高架平台-浦西灯杆3_3	6187	4035	121.48287 	31.19648 
DE-中船馆集中机房-高架平台1(in)_1	6187	3793	121.48567 	31.20088 
DE-中船馆集中机房-高架平台1(in)_2	6187	3794	121.48567 	31.20088 
GE-中船馆集中机房-高架平台2(in)_1	6187	3857	121.48579 	31.20039 
DE-中船馆集中机房-高架平台2(in)_1	6187	3809	121.48579 	31.20039 
DE-中船馆集中机房-高架平台2(in)_2	6187	3810	121.48579 	31.20039 
DE-中船馆集中机房-高架平台3(in)_1	6187	3825	121.48643 	31.19815 
DE-中船馆集中机房-高架平台4(in)_1	6187	3841	121.48759 	31.19718 
GE-中船馆集中机房-高架平台4(in)_1	6187	3873	121.48759 	31.19718 
GE-龙华东局房-高架平台5(in)_1	6187	3905	121.48486 	31.19722 
GE-龙华东局房-高架平台6(in)_1	6187	3921	121.48287 	31.19648 
GE-龙华东局房-高架平台7(in)_1	6187	3937	121.48192 	31.19593 
DE-龙华东局房-文明馆(in)_1	6187	2609	121.47965 	31.19627 
DE-龙华东局房-管子车间、管子车间西侧广场(inout)_1	6187	2705	121.47975 	31.19491 
DE-龙华东局房-江南公园1-1(out)_1	6187	3441	121.48644 	31.19626 
DE-龙华东局房-江南公园1-2(out)_2	6187	3442	121.48644 	31.19626 
DE-龙华东局房-江南公园1-3(out)_3	6187	3443	121.48644 	31.19626 
DE-龙华东局房-江南公园1-4(out)_4	6187	3444	121.48644 	31.19626 
DE-龙华东局房-江南公园2-1(out)_1	6187	3457	121.48749 	31.19650 
DE-龙华东局房-江南公园2-2(out)_2	6187	3458	121.48749 	31.19650 
DE-龙华东局房-江南公园2-3(out)_3	6187	3459	121.48749 	31.19650 
DE-龙华东局房-江南公园2-4(out)_4	6187	3460	121.48749 	31.19650 
DE-龙华东局房-东企业馆广场西侧(out)_1	6187	3473	121.48156 	31.19625 
DE-龙华东局房-西企业馆广场(out)_2	6187	3474	121.48116 	31.19578 
DE-龙华东局房-高雄路出入口(out)_1	6187	3489	121.48268 	31.19771 
DE-龙华东局房-东企业馆广场东(out)_2	6187	3490	121.48268 	31.19771 
DE-龙华东局房-集散活动区东(out)_1	6187	3505	121.48320 	31.19617 
DE-龙华东局房-集散活动区北(out)_2	6187	3506	121.48303 	31.19634 
DE-龙华东局房-公共活动区北(out)_1	6187	3521	121.48572 	31.19715 
DE-龙华东局房-公共活动区北(out)_2	6187	3522	121.48572 	31.19715 
DE-龙华东局房-集散活动区西(out)_1	6187	3537	121.48184 	31.19524 
DE-龙华东局房-L3水门候船区东(out)_2	6187	3538	121.48184 	31.19524 
DE-龙华东局房-L3水门候船区西(out)_3	6187	3539	121.48184 	31.19524 
DE-龙华东局房-3号船坞(out)_1	6187	3553	121.48404 	31.19586 
DE-龙华东局房-1号船坞北(out)_1	6187	3569	121.48552 	31.19638 
DE-龙华东局房-1号船坞南(out)_2	6187	3570	121.48552 	31.19638 
DE-龙华东局房-弧形高架步道1(out)_1	6187	3585	121.48691 	31.19722 
DE-中船馆集中机房-弧形高架步道2(out)_1	6187	3601	121.48439 	31.19713 
DE-中船馆集中机房-弧形高架步道2(out)_2	6187	3602	121.48439 	31.19713 
DE-龙华东局房-VIP停车场、总办公楼广场(out)_1	6187	3617	121.48470 	31.19943 
DE-龙华东局房-东企业馆广场西(out)_1	6187	3649	121.48025 	31.19764 
DE-龙华东局房-L5水门候船区东(out)_1	6187	3665	121.47730 	31.19428 
DE-龙华东局房-L5水门候船区西(out)_2	6187	3666	121.47730 	31.19428 
DE-龙华东局房-鲁班路出入口2(out)_1	6187	3633	121.47540 	31.19594 
DE-龙华东局房-鲁班路出入口3(out)_1	6187	3697	121.47890 	31.19604 
DE-龙华东局房-管子车间北侧广场(out)_1	6187	3713	121.47961 	31.19486 
DE-龙华东局房-高雄路出入口外(out)_1	6187	3729	121.48355 	31.19868 
DE-龙华东局房-高雄路出入口内(out)_2	6187	3730	121.48355 	31.19868 
DE-龙华东局房-旅游BUS停车场北(out)_1	6187	3745	121.47428 	31.19758 
DE-龙华东局房-旅游BUS停车场西(out)_2	6187	3746	121.47428 	31.19758 
DE-龙华东局房-2号停车场(out)_1	6187	3761	121.48220 	31.19999 
DE-龙华东局房-西藏南路外广场东(out)_1	6187	3777	121.48595 	31.20316 
DE-龙华东局房-西藏南路外广场西(out)_2	6187	3778	121.48595 	31.20316 
DE-龙华东局房-西藏南路内广场西(out)_1	6187	3889	121.48617 	31.20196 
DE-龙华东局房-西藏南路内广场北(out)_2	6187	3890	121.48595 	31.20185 
DE-未来探索馆1JF-B2F~2F(in)_1	6162	5217	121.49400 	31.20290 
DE-最佳实践区-C1组团(in)_1	6162	6753	121.49044 	31.20381 
DE-最佳实践区-C2组团(in)_2	6162	6754	121.49272 	31.20343 
DE-最佳实践区集中机房-北广场北(out)_1	6162	7425	121.48887 	31.20432 
DE-最佳实践区集中机房-北广场南(out)_2	6162	7426	121.48893 	31.20427 
DE-水门L1集中机房-半淞园路外广场西(out)_1	6162	7441	121.49016 	31.20177 
DE-水门L1集中机房-半淞园路外广场东(out)_2	6162	7442	121.49016 	31.20177 
DE-信息通信馆集中机房-企业馆广场北(out)_2	6162	7458	121.49041 	31.19899 
DE-信息通信馆集中机房-苗江路沿岸(out)_3	6162	7459	121.49093 	31.19868 
DE-信息通信馆集中机房-企业馆广场西(out)_4	6162	7460	121.49028 	31.19874 
DE-水门L1集中机房-半淞园路内广场北(out)_1	6162	7473	121.49166 	31.20033 
DE-水门L1集中机房-半淞园路内广场南(out)_2	6162	7474	121.49171 	31.20039 
DE-水门L1集中机房-候船区西(out)_1	6162	7489	121.49264 	31.20015 
DE-水门L1集中机房-候船区东(out)_2	6162	7490	121.49264 	31.20015 
DE-最佳实践区集中机房-B3组团广场(out)_1	6162	7521	121.49148 	31.20258 
DE-水门L1集中机房-未来探索馆手扶电梯入口(out)_1	6162	7537	121.49434 	31.20263 
DE-L1水门集中机房-全球城市广场东南(out)_2	6162	7538	121.49365 	31.20259 
DE-L1水门集中机房-全球城市广场东南(out)_3	6162	7539	121.49365 	31.20259 
DE-L1水门集中机房-全球城市广场西北(out)_4	6162	7540	121.49323 	31.20281 
DE-L1水门集中机房-全球城市广场西北(out)_5	6162	7541	121.49323 	31.20281 
DE-水门L1集中机房-城市广场东(out)_1	6162	7553	121.49205 	31.20220 
DE-水门L1集中机房-城市广场东(out)_2	6162	7554	121.49205 	31.20220 
DE-水门L1集中机房-城市广场西(out)_3	6162	7555	121.49205 	31.20220 
DE-水门L1集中机房-城市广场西(out)_4	6162	7556	121.49205 	31.20220 
DE-信息通信馆集中机房-企业馆广场北(out)_1	6162	7585	121.49101 	31.19939 
DE-信息通信馆集中机房-企业馆广场东(out)_2	6162	7586	121.49081 	31.19917 
DE-最佳实践区集中机房-成都广场南(out)_1	6162	7617	121.48995 	31.20440 
DE-最佳实践区集中机房-成都广场北(out)_2	6162	7618	121.48977 	31.20453 
DE-最佳实践区集中机房-中广场西南(out)_1	6162	7633	121.49037 	31.20367 
DE-最佳实践区集中机房-中广场西北(out)_2	6162	7634	121.49011 	31.20373 
DE-最佳实践区集中机房-中广场北(out)_3	6162	7635	121.49019 	31.20387 
DE-最佳实践区集中机房-B4组团广场(out)_1	6162	7649	121.49199 	31.20403 
DE-最佳实践区集中机房-南广场西(out)_1	6162	7665	121.49264 	31.20312 
DE-最佳实践区集中机房-南广场北(out)_2	6162	7666	121.49251 	31.20316 
DE-水门L2集中机房-L2水门候船区A区(out)_1	6186	11585	121.49215 	31.19311 
DE-水门L2集中机房-L2水门候船区B区(out)_2	6186	11586	121.49215 	31.19311 
DE-水门L2集中机房-L2水门候船区C区(out)_1	6186	11601	121.49294 	31.19370 
DE-水门L2集中机房-L2水门候船区D区(out)_2	6186	11602	121.49294 	31.19370 
GE-龙华东局房-文明馆(in)_1	6187	2593	121.47965 	31.19627 
GE-龙华东局房-企业联合馆、日本联合馆(in)_2	6187	2594	121.49106 	31.19994 
GE-龙华东局房-博物馆(in)_1	6187	2625	121.47643 	31.19446 
GE-龙华东局房-综艺大厅(in)_2	6187	2626	121.47620 	31.19536 
GE-龙华东局房-管子车间、韩国企业馆(in)_3	6187	2627	121.48073 	31.19495 
GE-龙华东局房-国家电网馆(inout)_1	6187	2641	121.48086 	31.19754 
GE-龙华东局房-石油馆、人保馆(in)_2	6187	2642	121.48112 	31.19664 
GE-龙华东局房-太空馆、可口可乐馆(in)_3	6187	2643	121.48145 	31.19760 
GE-龙华东局房-上海企业馆(in)_4	6187	2644	121.47939 	31.19713 
GE-龙华东局房-震旦馆、中铁馆(in)_5	6187	2645	121.48543 	31.19777 
GE-中船馆集中机房-船舶馆北侧(in)_1	6187	2657	121.48835 	31.19777 
GE-中船馆集中机房-船舶馆南侧(in)_2	6187	2658	121.48835 	31.19777 
GE-未来探索馆1JF-B1F~2F(in)_1	6162	5201	121.49400 	31.20290 
GE-未来探索馆1JF-3F~8F(in)_2	6162	5202	121.49400 	31.20290 
GE-信息通信馆集中机房-信息通信馆1F(in)_1	6162	6657	121.49055 	31.19874 
GE-信息通信馆集中机房-信息通信馆2~3F(in)_2	6162	6658	121.49055 	31.19874 
GE-信息通信馆集中机房-上汽通用馆、民营企业馆(in)_3	6162	6659	121.48922 	31.19931 
GE-信息通信馆集中机房-万科馆、远大空调馆(in)_4	6162	6660	121.49009 	31.19822 
GE-信息通信馆集中机房-航空馆、E05-A援购安(in)_5	6162	6661	121.49029 	31.20052 
GE-最佳实践区-A2组团东北(in)_1	6162	6737	121.48970 	31.20532 
GE-最佳实践区-A2组团西南(in)_2	6162	6738	121.48936 	31.20496 
GE-最佳实践区-A1组团(in)_3	6162	6739	121.48810 	31.20454 
GE-最佳实践区-A3组团(in)_4	6162	6740	121.48898 	31.20405 
GE-最佳实践区-B2组团(in)_5	6162	6741	121.49033 	31.20459 
GE-最佳实践区-B1组团(in)_6	6162	6742	121.49004 	31.20316 
GE-最佳实践区-B3组团(in)_7	6162	6743	121.49124 	31.20249 
GE-最佳实践区-B4组团(in)_8	6162	6744	121.49175 	31.20427 
GE-物流中心宏站机房-浦东物流中心1(in)_1	6184	1633	121.46822 	31.17926 
GE-物流中心宏站机房-浦东物流中心2(in)_2	6184	1634	121.46822 	31.17926 
